Position in alignment,BHV5 - BHV5,BHV5 - C33,BHV5 - C46,BHV5 - Titanium_IBR_MLV_vaccine,BHV5 - 216_II,BHV5 - K22,BHV5 - B589,BHV5 - Cooper
39000,0,0,0,0,0,6,6,0
39100,0,0,0,0,0,4,4,0
39200,0,0,0,0,0,3,3,0
39300,0,0.75,0,0,0.75,6.75,6.75,0
39400,0,0,0,0,0,8.5,8.5,0
39500,0,0,0,0,0,8,8,0
39600,0,0,0,0,0.333333343267441,21.3333333432674,21.3333333432674,0
39700,0,0,0,0,0,18,18,0
39800,0,0,0,0,0,19,19,0
39900,0,0,0,0,0,21.5,21.5,0
40000,0,0,0,0,0.333333343267441,49.8333333432674,49.8333333432674,0
40100,0,0,0,0,0,82,18,0
40200,0,0,0,0,0,84.5,15.5,0
40300,0,0,0,0,0,79.5,20.5,0
40400,0,0,0,0,0,81.5,18.5,0
40500,0,0,0,0,0,54,8,0
40600,0,0,0,0,0,56,5,0
40700,0,0,0,0,0,2,42,0
40800,0,0,0,0,0,1.5,33.5,0
40900,0,0,0,0,0,0,39,0
41000,0,0,0,0,0,3,40,0
41100,0,0,0,0,0,10,32,0
41200,0,0,0,0,0,9,25,0
41300,0,0,0,0,0,29,71,0
41400,0,0,0,0,0,18,81,0
41500,0,0,0,0,0,88,11,0
41600,0,0.650000005960464,0.650000005960464,0.650000005960464,0.400000005960464,90.5,2.5,0.650000005960464
41700,0,0.366666674613953,0.366666674613953,0.366666674613953,0.366666674613953,90.5,3.66666667163372,0.366666674613953
41800,0,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,61,19,0.200000002980232
41900,0,0,0,0,0,37,31,0
42000,0,1.20000003278255,1.20000003278255,1.20000003278255,1.20000003278255,34.6666666865349,18.3333333432674,1.20000003278255
42100,0,0.16666667163372,0.16666667163372,0.16666667163372,0.16666667163372,41.6666666716337,22.5,0.16666667163372
42200,0,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,88,0,0.200000002980232
42300,0,0,0,0,0,69,0,0
42400,0,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,61,0,0.200000002980232
42500,0,0.366666674613953,0.366666674613953,0.366666674613953,0.16666667163372,72.366666674614,0,0.366666674613953
42600,0,0.16666667163372,0.16666667163372,0.16666667163372,0.16666667163372,93.1666666716337,0,0.16666667163372
42700,0,0,0,0,0,85,0,0
42800,0,0,0,0,0,72,0,0
42900,0,0,0,0,0,57,0,0
43000,0,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,1,0,0.200000002980232
43100,0,0.25,0.25,0.25,0,3.5,0.5,0.25
43200,0,1,1,1,0,0,0,1
43300,0,2.20000000298023,2.20000000298023,2.20000000298023,0.200000002980232,1,1,2.20000000298023
43400,0,2.3333333581686,2.3333333581686,2.3333333581686,1.00000001490116,0.333333343267441,0.333333343267441,2.3333333581686
43500,0,8.73571434617043,8.73571434617043,8.73571434617043,2.48571433126926,0.785714313387871,0.785714313387871,8.73571434617043
43600,0,2.40000006556511,2.40000006556511,2.40000006556511,2.40000006556511,6.00000004470348,6.00000004470348,2.40000006556511
43700,0,2.00000008940697,2.00000008940697,2.00000008940697,2.00000008940697,11.500000089407,11.500000089407,2.00000008940697
43800,0,2.14285723865032,2.14285723865032,2.14285723865032,2.14285723865032,13.1428572386503,13.1428572386503,2.14285723865032
43900,0,1.07142861187458,1.07142861187458,1.07142861187458,0.571428596973419,16.5714286118746,16.5714286118746,1.07142861187458
44000,0,0,0,0,0,19,19,0
44100,0,0,0,0,0,17,17,0
44200,0,0.200000002980232,0.200000002980232,0.200000002980232,0,95.7000000029802,3.5,0.200000002980232
44300,0,0,0,0,0,50,7,0
44400,0,0,0,0,0,58,8,0
44500,0,0,0,0,0,59,5,0
44600,0,0,0,0,0,60,5,0
44700,0,0,0,0,0,62,12,0
44800,0,0,0,0,0,56,14,0
44900,0,0,0,0,0,67,9,0
45000,0,0,0,0,0,12,43,0
45100,0,0,0,0,0,28.5,25.5,0
45200,0,0,0,0,0,29.5,26.5,0
45300,0,0,0,0,0,87.5,2.5,0
45400,0,0,0,0,0,75.5,1.5,0
45500,0,0,0,0,0,83,0,0
45600,0,0,0,0,0,89.5,0.5,0
45700,0,0,0,0,0,97,0,0
45800,0,0,0,0,0,83,0,0
45900,0,0,0,0,0,85,5,0
46000,0,0,0,0,0,77,3,0
46100,0,0.928571462631226,0.928571462631226,0.928571462631226,0.928571462631226,18.4285714477301,76.9285714626312,0.928571462631226
46200,0,1.05238097906113,1.05238097906113,1.05238097906113,1.05238097906113,36.4523809701204,48.2857142984867,1.05238097906113
46300,0,2.26190482079983,2.26190482079983,2.26190482079983,2.26190482079983,30.7619048058987,40.9285714477301,2.26190482079983
46400,0,17.1571433246136,17.1571433246136,17.1571433246136,17.1571433246136,7.52380979061127,6.69047643244267,17.1571433246136
46500,0,21.8857144713402,21.8857144713402,21.8857144713402,8.08571444451809,2.18571434915066,2.18571434915066,21.8857144713402
46600,0,0.650000005960464,0.650000005960464,0.650000005960464,0.400000005960464,8,47,0.650000005960464
46700,0,0.950000002980232,0.950000002980232,0.950000002980232,0.200000002980232,17,29,0.950000002980232
46800,0,0.25,0.25,0.25,0,13,26,0.25
46900,0,0.25,0.25,0.25,4,5,35,0.25
47000,0,0.200000002980232,0.200000002980232,0.200000002980232,7.20000000298023,7,29,0.200000002980232
47100,0,0.366666674613953,0.366666674613953,0.366666674613953,4.36666667461395,5,31.1666666716337,0.366666674613953
47200,0,0.816666677594185,0.816666677594185,0.816666677594185,2.36666667461395,2.5,32.866666674614,0.816666677594185
47300,0,0.200000002980232,0.200000002980232,0.200000002980232,1.53333334624767,8.83333334326744,68.8333333432674,0.200000002980232
47400,0,5.28571452200413,5.28571452200413,5.28571452200413,26.2857151478529,26.2857151478529,26.2857151478529,5.28571452200413
47500,0,6.80952404439449,6.80952404439449,6.80952404439449,31.8095242530108,31.8095242530108,9.14285744726658,6.80952404439449
47600,0,4.69047635793686,4.69047635793686,4.69047635793686,36.3571432232857,36.3571432232857,8.52380980551243,4.69047635793686
47700,0,18.2523813545704,18.2523813545704,18.2523813545704,18.2523813545704,6.11904780566692,2.6190477013588,18.2523813545704
47800,0,7.11904776096344,7.11904776096344,7.11904776096344,54.1190477907658,13.7857143729925,3.61904767155647,7.11904776096344
47900,0,1.62619049847126,1.62619049847126,1.62619049847126,14.8095238357782,16.0095238387585,5.67619049549103,1.62619049847126
48000,0,3.04285718500614,3.04285718500614,3.04285718500614,14.4428571909666,11.2428571879864,5.14285717904568,3.04285718500614
48100,0,1.54285717010498,1.54285717010498,1.54285717010498,17.6761905252934,20.4761905372143,10.6761905252934,1.54285717010498
48200,0,0.616666674613953,0.616666674613953,0.616666674613953,24.5000000149012,21.0333333462477,1.00000001490116,0.616666674613953
48300,0,2.50000004470348,2.50000004470348,2.50000004470348,20.1000000536442,19.9000000655651,5.00000002980232,2.50000004470348
48400,0,1.40000002086163,1.40000002086163,1.40000002086163,16.0333333909512,21.3666667193174,7.00000004470348,1.40000002086163
48500,0,0.142857149243355,0.142857149243355,0.142857149243355,2.14285714924335,39.1428571492434,8.14285714924335,0.142857149243355
48600,0,1.09523813426495,1.09523813426495,1.09523813426495,2.76190482079983,35.5952381640673,6.26190482079983,1.09523813426495
48700,0,1.92857149243355,1.92857149243355,1.92857149243355,13.2619048953056,66.2619048953056,12.7619048506022,1.92857149243355
48800,0,0.833333358168602,0.833333358168602,0.833333358168602,3.33333338797092,38.3333333879709,5.00000002980232,0.833333358168602
48900,0,2.0714286416769,2.0714286416769,2.0714286416769,2.0714286416769,36.0714286416769,5.57142859697342,2.0714286416769
49000,0,0.952380985021591,0.28571429848671,0.952380985021591,0.952380985021591,17.9523809850216,17.9523809850216,0.952380985021591
49100,0,0.652380973100662,0.45238097012043,0.652380973100662,0.652380973100662,6.28571429848671,50.6523809731007,0.652380973100662
49200,0,0,0,0,0,2.5,80.5,0
49300,0,0.933333352208138,0.400000005960464,0.933333352208138,0,8.20000000298023,60.6000000089407,0.933333352208138
49400,0,1.23333334922791,0.450000002980232,1.23333334922791,0,9.90000000596046,65.9500000029802,1.23333334922791
49500,0,0.5,0.25,0.5,0,6.5,74.75,0.5
49600,0,1.45000003278255,0,1.45000003278255,0,12.7000000029802,69.9500000029802,1.45000003278255
49700,0,1.86666668951511,0.200000002980232,1.86666668951511,0.25,11.75,73.2000000029802,1.86666668951511
49800,0,1.15000000596046,1.15000000596046,1.15000000596046,0,14.7000000029802,70.7000000029802,1.15000000596046
49900,0,1.48333334922791,1.48333334922791,1.48333334922791,0.16666667163372,24.8333333432674,64.0666666775942,1.48333334922791
50000,0,7.54285730421543,7.54285730421543,7.54285730421543,0.142857149243355,59.5428573042154,10.1428572386503,7.54285730421543
50100,0,5.78571449220181,5.78571449220181,5.78571449220181,2.28571438789368,37.2857144922018,37.2857144922018,5.78571449220181
50200,0,6.80952402949333,6.80952402949333,6.80952402949333,1.14285719394684,35.8095240294933,35.8095240294933,6.80952402949333
50300,0,2.6190477013588,2.6190477013588,2.6190477013588,0.28571429848671,44.6190477013588,44.6190477013588,2.6190477013588
50400,0,3.04761914908886,3.04761914908886,3.04761914908886,0.714285746216774,43.5476191490889,43.5476191490889,3.04761914908886
50500,0,4.64285728335381,4.64285728335381,4.64285728335381,0.142857149243355,40.6428572833538,40.6428572833538,4.64285728335381
50600,0,1.92857149243355,1.92857149243355,1.92857149243355,2.42857150733471,44.9285715520382,44.9285715520382,1.92857149243355
50700,0,2.38095246255398,2.38095246255398,2.38095246255398,1.7142857760191,44.3809524923563,44.3809524923563,2.38095246255398
50800,0,0,0,0,0,50,50,0
50900,0,0,0,0,0.333333343267441,49.8333333432674,49.8333333432674,0
51000,0,0,0,0,0,17.5,82.5,0
51100,0,0,0,0,0.5,21,78.5,0
51200,0,0,0,0,0,18.5,81.5,0
51300,0,0,0,0,0,20.5,79.5,0
51400,0,0,0,0,0,19.5,80.5,0
51500,0,0,0,0,0,16.5,83.5,0
51600,0,0.366666674613953,0.366666674613953,0.366666674613953,0.16666667163372,21,77.366666674614,0.366666674613953
51700,0,0.366666674613953,0.366666674613953,0.366666674613953,0,17.1666666716337,81.366666674614,0.366666674613953
51800,0,1.00000002980232,1.00000002980232,1.00000002980232,0,48.0000000298023,48.0000000298023,1.00000002980232
51900,0,1.57142862677574,1.57142862677574,1.57142862677574,0.571428596973419,46.5714286267757,46.5714286267757,1.57142862677574
52000,0,1.24285717308521,1.24285717308521,1.24285717308521,0.476190492510796,15.3095238208771,79.2428571730852,1.24285717308521
52100,0,1.04285717010498,1.04285717010498,1.04285717010498,0.476190492510796,15.8095238208771,79.542857170105,1.04285717010498
52200,0,1.69523814320564,1.69523814320564,1.69523814320564,1.09523813426495,18.9285714477301,73.1952381432056,1.69523814320564
52300,0,0.90476194024086,0.90476194024086,0.90476194024086,0.90476194024086,21.0714285969734,74.4047619402409,0.90476194024086
52400,0,0.595238119363785,0.595238119363785,0.595238119363785,0.595238119363785,15.9285714477301,81.0952381193638,0.595238119363785
52500,0,0.309523820877075,0.309523820877075,0.309523820877075,0.309523820877075,20.1428571492434,78.3095238208771,0.309523820877075
52600,0,0.142857149243355,0.509523823857307,0.509523823857307,0.509523823857307,23.8095238208771,74.0095238238573,0.509523823857307
52700,0,0.142857149243355,1.44285717606544,1.44285717606544,1.44285717606544,19.6428571641445,74.4428571760654,1.44285717606544
52800,0,1.14285719394684,2.64285723865032,2.64285723865032,2.64285723865032,44.1428572386503,44.1428572386503,2.64285723865032
52900,0,1.89285719394684,1.24285717308521,1.24285717308521,4.8261905759573,15.2261905223131,74.3261905759573,1.24285717308521
53000,0,2.75000007450581,2.83333338797092,2.83333338797092,11.916666790843,5.41666668653488,71.416666790843,2.83333338797092
53100,0,7.77619059383869,3.50952385365963,3.50952385365963,25.8428573161364,15.3761905729771,33.4761905968189,3.50952385365963
53200,0,11.2500001192093,7.31666676700115,7.31666676700115,47.9000001996756,3.88333341479301,15.0166668146849,7.31666676700115
53300,0,15.6833335012197,7.18333341181278,7.18333341181278,43.4333335608244,4.75000007450581,14.5833335071802,7.18333341181278
53400,0,32.5571432262659,7.72380970418453,7.72380970418453,32.5571432262659,4.3571429848671,7.35714307427406,7.72380970418453
53500,0,33.6690479815006,6.91904777288437,6.91904777288437,33.6690479815006,3.20238102972507,8.70238119363785,6.91904777288437
53600,0,33.5309527665377,7.11428587138653,7.11428587138653,33.5309527665377,2.7976191341877,8.79761931300163,7.11428587138653
53700,0,17.7333337664604,17.7333337664604,17.7333337664604,17.7333337664604,4.33333349227905,7.00000023841858,17.7333337664604
53800,0,15.7857148349285,15.7857148349285,15.7857148349285,15.7857148349285,15.7857148349285,5.28571452200413,15.7857148349285
53900,0,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355
54000,0,5.28571452200413,5.28571452200413,5.28571452200413,26.2857151478529,26.2857151478529,26.2857151478529,5.28571452200413
54100,0,5.14285737276077,5.14285737276077,5.14285737276077,26.476191341877,26.476191341877,26.476191341877,5.14285737276077
54200,0,5.14285737276077,5.14285737276077,5.14285737276077,26.476191341877,26.476191341877,26.476191341877,5.14285737276077
54300,0,2.00000008940697,2.00000008940697,2.00000008940697,9.33333364129066,9.33333364129066,73.3333336412907,2.00000008940697
54400,0,2.42857153713703,2.42857153713703,2.42857153713703,9.76190508902073,9.76190508902073,70.7619050890207,2.42857153713703
54500,0,0.714285746216774,0.714285746216774,0.714285746216774,4.04761917889118,4.04761917889118,55.0476191788912,0.714285746216774
54600,0,0.142857149243355,0.142857149243355,0.142857149243355,1.80952386558056,7.80952386558056,55.8095238655806,0.142857149243355
54700,0,0.73809526860714,0.73809526860714,0.73809526860714,2.07142861187458,3.40476194024086,71.5714286118746,0.73809526860714
54800,0,0.16666667163372,0.16666667163372,0.16666667163372,0.16666667163372,3,80.1666666716337,0.16666667163372
54900,0,0.476190492510796,0.476190492510796,0.476190492510796,0.476190492510796,2.14285714924335,54.4761904925108,0.476190492510796
55000,0,0,0,0,0,1.5,63.5,0
55100,0,0.342857152223587,0.342857152223587,0.342857152223587,0.342857152223587,0.142857149243355,17.1428571492434,0.342857152223587
55200,0,0.366666674613953,0.366666674613953,0.366666674613953,0.366666674613953,6.5,8.66666667163372,0.366666674613953
55300,0,0.400000005960464,0.400000005960464,0.400000005960464,0.400000005960464,14,23,0.400000005960464
55400,0,0,0,0,0,13,20,0
55500,0,0,0,0,0,12.5,0.5,0
55600,0,0,0,0,0,0,2,0
55700,0,0,0,0,0,3,4,0
55800,0,0,0,0,0,0,7,0
55900,0,0,0,0,0,6.5,7.5,0
56000,0,0,0,0,0,0.5,5.5,0
56100,0,0,0,0,0,0.5,6.5,0
56200,0,0,0,0,0,0.5,7.5,0
56300,0,0,0,0,0,2,15,0
56400,0,0.16666667163372,0.16666667163372,0.16666667163372,0,17.6666666716337,17.6666666716337,0.16666667163372
56500,0,0,0,0,0,21.5,21.5,0
56600,0,0,0,0,0,22.5,22.5,0
56700,0,0,0,0,0,16.5,16.5,0
56800,0,0,0,0,0,50,50,0
56900,0,0.500000014901161,0.500000014901161,0.500000014901161,0,49.0000000149012,49.0000000149012,0.500000014901161
57000,0,0,0.400000005960464,0.400000005960464,0,15.9000000059605,15.9000000059605,2.40000000596046
57100,0,0.16666667163372,0.733333349227905,0.733333349227905,0.16666667163372,13.7333333492279,13.7333333492279,10.7333333492279
57200,0,1.2380952835083,3.37142865359783,3.37142865359783,0.90476194024086,11.3714286535978,11.3714286535978,33.3714286535978
57300,0,0.309523820877075,0.87619049847126,0.87619049847126,0.309523820877075,3.87619049847126,3.87619049847126,12.8761904984713
57400,0,0.142857149243355,1.07619050145149,1.07619050145149,0.476190492510796,5.07619050145149,5.07619050145149,14.0761905014515
57500,0,0,0,0,0,7,7,1
57600,0,0.16666667163372,0.566666677594185,0.566666677594185,0,5.56666667759418,5.56666667759418,1.56666667759418
57700,0,0,0.200000002980232,0.200000002980232,0,1.70000000298023,1.70000000298023,0.200000002980232
57800,0,0.16666667163372,0.16666667163372,0.16666667163372,0,4.66666667163372,4.66666667163372,0.16666667163372
57900,0,0.16666667163372,0.16666667163372,0.16666667163372,0,9.16666667163372,9.16666667163372,0.16666667163372
58000,0,0.16666667163372,0.16666667163372,0.16666667163372,0,5.66666667163372,5.66666667163372,0.16666667163372
58100,0,0.333333343267441,0.333333343267441,0.333333343267441,0.16666667163372,3.66666667163372,57.8333333432674,0.333333343267441
58200,0,0.16666667163372,0.16666667163372,0.16666667163372,0.16666667163372,5.5,52.6666666716337,0.16666667163372
58300,0,0.571428596973419,0.571428596973419,0.571428596973419,0.571428596973419,5.57142859697342,52.5714285969734,0.571428596973419
58400,0,0.28571429848671,0.28571429848671,0.28571429848671,0.28571429848671,3.28571429848671,59.2857142984867,0.28571429848671
58500,0,0.809523835778236,0.809523835778236,0.809523835778236,0.809523835778236,17.1428571492434,78.8095238357782,0.809523835778236
58600,0,0,0,0,0,19.5,80.5,0
58700,0,0.142857149243355,0.142857149243355,0.142857149243355,0.142857149243355,13.6428571492434,85.6428571492434,0.142857149243355
58800,0,0.309523820877075,0.309523820877075,0.309523820877075,0.309523820877075,18.1428571492434,80.3095238208771,0.309523820877075
58900,0,0.28571429848671,0.28571429848671,0.28571429848671,0.28571429848671,49.2857142984867,49.2857142984867,0.28571429848671
59000,0,1.14285719394684,1.14285719394684,1.14285719394684,1.14285719394684,47.1428571939468,47.1428571939468,1.14285719394684
59100,0,2.61904771625996,2.61904771625996,2.61904771625996,2.61904771625996,75.11904771626,11.7857143431902,2.61904771625996
59200,0,0.976190507411957,0.976190507411957,0.976190507411957,4.14285719394684,87.6428571939468,4.30952383577824,0.976190507411957
59300,0,0.333333343267441,0.333333343267441,0.333333343267441,1.33333334326744,75.8333333432674,1.5,0.333333343267441
59400,0,0.366666674613953,0.366666674613953,0.366666674613953,77.366666674614,0.66666667163372,0.5,0.366666674613953
59500,0,0,0,0,35,17,2,0
59600,0,0.583333343267441,0.583333343267441,0,30,19.75,1.5,0.583333343267441
59700,0,0.25,0.25,0,41.1666666865349,28.4166666865349,3.66666668653488,0.25
59800,0,0,0,0,41.8333333432674,30.3333333432674,2.83333334326744,0
59900,0,0.400000005960464,0.400000005960464,0.400000005960464,33.5333333462477,23.0333333462477,14.8333333432674,0.400000005960464
60000,0,0,0,0,11.5,3,27.5,0
60100,0,0.200000002980232,0.200000002980232,0,3.5,5.70000000298023,52.2000000029802,0.200000002980232
60200,0,1.30000002682209,1.30000002682209,0.500000014901161,1.33333337306976,47.1333333998919,47.1333333998919,1.30000002682209
60300,0,1.42857146263123,1.42857146263123,0.428571447730064,4.09523822367191,45.5952382385731,45.5952382385731,1.42857146263123
60400,0,2.60000006854534,2.60000006854534,1.00000004470348,2.00000007450581,44.6000000983477,44.6000000983477,2.60000006854534
60500,0,6.83333346247673,6.83333346247673,1.83333338797092,0,38.8333334624767,38.8333334624767,6.83333346247673
60600,0,1.76666671037674,1.76666671037674,1.16666670143604,0,78.7666667103767,14.7666667103767,1.76666671037674
60700,0,0.566666677594185,0.566666677594185,0.16666667163372,0,81.5666666775942,16.5666666775942,0.566666677594185
60800,0,4.30000008642673,4.30000008642673,1.50000004470348,0,71.8000000864267,13.8000000864267,4.30000008642673
60900,0,3.61666670441628,3.61666670441628,3.61666670441628,0,47.0666666924953,17.4666666984558,3.61666670441628
61000,0,0.616666674613953,0.616666674613953,0.616666674613953,0,69.1666666716337,26.366666674614,0.616666674613953
61100,0,0,0,0,0,63,29,0
61200,0,0,0,0,0,60,30,0
61300,0,0,0.333333343267441,0.333333343267441,0,50.5,40.5,0.333333343267441
61400,0,0,0,0,0,30.5,56.5,0
61500,0,0,0,0,0,28.5,55.5,0
61600,0,0,0,0,0,30,56,0
61700,0,0,0,0,0,8,57,0
61800,0,0,0,0,0,69,14,0
61900,0,0,0.16666667163372,0.16666667163372,0.500000014901161,95.0000000149012,4.00000001490116,0.16666667163372
62000,0,0,0,0.333333343267441,0.833333343267441,94.8333333432674,4,0
62100,0,0.16666667163372,0.16666667163372,0.16666667163372,0.66666667163372,96.6666666716337,2,0.16666667163372
62200,0,0.16666667163372,0.16666667163372,0.16666667163372,1.16666667163372,98.1666666716337,0,0.16666667163372
62300,0,0.16666667163372,0.16666667163372,0.16666667163372,0.16666667163372,98.1666666716337,1,0.16666667163372
62400,0,0.333333343267441,0.333333343267441,0.333333343267441,0.333333343267441,97.8333333432674,0.5,0.333333343267441
62500,0,0,0,0,0,99.5,0.5,0
62600,0,0.16666667163372,0.16666667163372,0.16666667163372,0.16666667163372,81.1666666716337,2,0.16666667163372
62700,0,0.142857149243355,0.142857149243355,0.142857149243355,0.142857149243355,69.6428571492434,3.64285714924335,0.142857149243355
62800,0,0.16666667163372,0.16666667163372,0.16666667163372,0.16666667163372,81.1666666716337,1,0.16666667163372
62900,0,0,0,0,0,59.5,10.5,0
63000,0,0.476190492510796,0.476190492510796,0.476190492510796,0.142857149243355,66.9761904925108,4.9761904925108,0.476190492510796
63100,0,2.69047628343105,2.69047628343105,2.69047628343105,0.857142895460129,11.6904762834311,11.6904762834311,2.69047628343105
63200,0,2.19047626852989,2.19047626852989,2.19047626852989,0.857142895460129,14.6904762685299,14.6904762685299,2.19047626852989
63300,0,1.14285717904568,1.14285717904568,1.14285717904568,0.809523835778236,18.8095238655806,18.8095238655806,1.14285717904568
63400,0,3.77619054913521,3.77619054913521,3.77619054913521,1.47619050741196,77.4428572356701,5.97619052231312,3.77619054913521
63500,0,2.53333337605,2.53333337605,2.53333337605,3.16666668653488,78.7000000625849,8.00000002980232,2.53333337605
63600,0,7.63333347439766,7.63333347439766,7.63333347439766,5.50000004470348,60.6333334743977,3.33333334326744,7.63333347439766
63700,0,7.00952395796776,7.00952395796776,7.00952395796776,14.1428572684526,52.0095240175724,5.80952389538288,7.00952395796776
63800,0,5.39523822069168,5.39523822069168,5.39523822069168,12.0952381789684,60.0619049072266,6.26190482079983,5.39523822069168
63900,0,0.600000008940697,0.600000008940697,0.600000008940697,1.33333334326744,92.4333333522081,3.83333334326744,0.600000008940697
64000,0,0.200000002980232,0.200000002980232,0.200000002980232,0.5,96.7000000029802,2,0.200000002980232
64100,0,0.45238097012043,0.45238097012043,0.45238097012043,2.45238099992275,91.9523809999228,3.78571432828903,0.45238097012043
64200,0,0.16666667163372,0.16666667163372,0.16666667163372,0.333333343267441,79.0000000149012,20.0000000149012,0.16666667163372
64300,0,0,0,0,0.666666686534882,79.6666666865349,19.6666666865349,0
64400,0,0.142857149243355,0.142857149243355,0.142857149243355,1.14285717904568,79.1428571790457,19.1428571790457,0.142857149243355
64500,0,0,0,0,1.00000002980232,82.0000000298023,17.0000000298023,0
64600,0,0.45238097012043,0.45238097012043,0.45238097012043,0.61904764175415,82.2857143133879,15.2857143133879,0.45238097012043
64700,0,1.85714292526245,1.85714292526245,1.85714292526245,5.19047635793686,43.6904763877392,43.6904763877392,1.85714292526245
64800,0,1.40476195514202,1.40476195514202,1.40476195514202,11.9047622680664,41.238095626235,41.238095626235,1.40476195514202
64900,0,6.09523831307888,6.09523831307888,6.09523831307888,2.42857153713703,36.5952383130789,36.5952383130789,6.09523831307888
65000,0,5.00000022351742,5.00000022351742,5.00000022351742,5.00000022351742,37.5000002235174,37.5000002235174,5.00000022351742
65100,0,6.71428601443768,6.71428601443768,6.71428601443768,6.71428601443768,33.2142860144377,33.2142860144377,6.71428601443768
65200,0,5.57142882049084,5.57142882049084,5.57142882049084,5.57142882049084,36.0714288204908,36.0714288204908,5.57142882049084
65300,0,3.14285728335381,3.14285728335381,3.14285728335381,3.14285728335381,12.6428572833538,12.6428572833538,3.14285728335381
65400,0,0,0,0,0,0.5,0.5,0
65500,0,0,0,0,0,1.5,1.5,0
65600,0,0,0,0,1.33333334326744,2.33333334326744,2.33333334326744,0
65700,0,0.200000002980232,0.200000002980232,0.200000002980232,5.20000000298023,5,0,0.200000002980232
65800,0,0.16666667163372,0.16666667163372,0.16666667163372,2.16666667163372,8.16666667163372,0,0.16666667163372
65900,0,0,0,0,1,4,0,0
66000,0,0.16666667163372,0.16666667163372,0.16666667163372,2.66666667163372,7.66666667163372,0,0.16666667163372
66100,0,0,0,0,2,16,0,0
66200,0,0.16666667163372,0.16666667163372,0.16666667163372,1.3333333581686,66.8333333581686,2.16666668653488,0.16666667163372
66300,0,0.16666667163372,0.16666667163372,0.16666667163372,1.66666667163372,75.1666666716337,0.5,0.16666667163372
66400,0,0,0,0,2,75,0,0
66500,0,0.476190492510796,0.476190492510796,0.476190492510796,2.47619052231312,67.4761905223131,3.14285717904568,0.476190492510796
66600,0,1.00000001490116,1.00000001490116,1.00000001490116,17.3333333581686,61.3333333432674,6.33333334326744,1.00000001490116
66700,0,0.16666667163372,0.16666667163372,0.16666667163372,32.1666666716337,35.1666666716337,0,0.16666667163372
66800,0,0.366666674613953,0.366666674613953,0.366666674613953,24.2000000178814,30.3333333432674,1.00000001490116,0.366666674613953
66900,0,0.25,0.25,0.25,16.1666666865349,50.1666666865349,4.66666668653488,0.25
67000,0,0.25,0.25,0.25,13.3333333432674,55.3333333432674,2.33333334326744,0.25
67100,0,1.01666668057442,1.01666668057442,1.01666668057442,22.9000000208616,22.0333333462477,9.00000001490116,1.01666668057442
67200,0,1.82619050145149,1.82619050145149,1.82619050145149,19.3428572118282,16.3428572118282,19.0095238685608,1.82619050145149
67300,0,0.909523829817772,0.909523829817772,0.909523829817772,8.47619053721428,6.30952386558056,47.576190546155,0.909523829817772
67400,0,0.476190492510796,0.476190492510796,0.476190492510796,2.30952382087708,0.809523820877075,61.9761904925108,0.476190492510796
67500,0,1.86190481483936,1.86190481483936,1.86190481483936,4.92857150733471,6.09523817896843,81.5285715311766,1.86190481483936
67600,0,0.342857152223587,0.342857152223587,0.342857152223587,4.9761904925108,5.9761904925108,87.676190495491,0.342857152223587
67700,0,0.16666667163372,0.16666667163372,0.16666667163372,1.3333333581686,6.66666668653488,91.3333333581686,0.16666667163372
67800,0,0,0,0,0,6,94,0
67900,0,0,0,0,0,10,90,0
68000,0,0,0,0,0,30,70,0
68100,0,0,0,0,0,81,19,0
68200,0,0,0,0,0,84,16,0
68300,0,0,0,0,0,75,25,0
68400,0,0,0,0,0,76,24,0
68500,0,0,0,0,0,79,21,0
68600,0,0,0,0,0,81,19,0
68700,0,0,0,0,0,81,19,0
68800,0,0,0,0,0,50,50,0
68900,0,0,0,0,0,20.5,20.5,0
69000,0,0,0,0,0,6.5,6.5,0
69100,0,0,0,0,2,4.5,4.5,0
69200,0,0,0,0,1,1,1,0
69300,0,0,0,0,1,2,2,0
69400,0,0,0,0,2,1,1,0
69500,0,0,0,0,0,0.5,0.5,0
69600,0,0,0,0,0,0,0,0
69700,0,0,0,0,0,0,0,0
69800,0,0,0,0,0,13,1,0
69900,0,0,0,0,0,55.5,0.5,0
70000,0,0,0,0,0,50,7,0
70100,0,0.5,0,0,0,60,6.5,0
70200,0,0,0,0,0,53.5,9.5,0
70300,0,0,0,0,0,50,4,0
70400,0,0,0,0,0,50,7,0
70500,0,0,0,0,0,78.5,9.5,0
70600,0,0,0,0,0,51,14,0
70700,0,0,0,0,0,2,35,0
70800,0,0,0,0,0,6.5,6.5,0
70900,0,1.25,0.25,0.25,0,3.5,3.5,0.25
71000,0,16.6500000059605,0.650000005960464,0.650000005960464,18.4000000357628,5.50000002980232,5.50000002980232,0.650000005960464
71100,0,8.28333337605,0.450000002980232,0.450000002980232,12.3666666895151,17.5000000596046,17.5000000596046,0.450000002980232
71200,0,9.70000003278255,1.70000003278255,1.70000003278255,36.8666667193174,16.5000000298023,17.8333333581686,1.70000003278255
